epoch,train_loss,valid_loss,foreground_acc,dice_multi,jaccard_coeff_multi
1,0.6967255473136902,0.35176002979278564,0.10110940039157867,0.3708375066845746,0.3069366419328023
2,0.5779639482498169,0.24430473148822784,0.008311109617352486,0.3197210126987891,0.2903432722341631
3,0.47920510172843933,0.21951442956924438,0.002777976216748357,0.309844969496726,0.2864229824517472
4,0.412274569272995,0.2185072898864746,0.003497273661196232,0.310354133387664,0.28685738268793065
5,0.36507362127304077,0.17161613702774048,0.0653538703918457,0.35767234388687513,0.3134410179979343
6,0.33102738857269287,0.13882587850093842,0.3631717562675476,0.5150420440880602,0.4177751780106436
7,0.2956075966358185,0.12528660893440247,0.37254050374031067,0.5458074146877052,0.4426861738188486
8,0.27139222621917725,0.15313474833965302,0.1881999522447586,0.47252329638515334,0.38610031394757743
9,0.2494819015264511,0.11165235191583633,0.5325519442558289,0.6198856177158757,0.49478928098755165
10,0.23365315794944763,0.12458650022745132,0.3204435110092163,0.6124910647757207,0.48960139923226914
11,0.2159469574689865,0.13248272240161896,0.6026610732078552,0.6239072307089893,0.4950537669169266
12,0.20312148332595825,0.1204114705324173,0.3636033535003662,0.6368072923842537,0.5117732651649122
13,0.19017653167247772,0.10234586149454117,0.5673192739486694,0.6731992767353021,0.5435119286275336
14,0.18208320438861847,0.11837571114301682,0.30857163667678833,0.61916998372794,0.4952512502221209
15,0.17286989092826843,0.09552457928657532,0.4851616322994232,0.665352868180335,0.5363558455546563
16,0.16415996849536896,0.09213922917842865,0.5917982459068298,0.6796464271756614,0.5496069956290138
17,0.15835657715797424,0.10242212563753128,0.38107582926750183,0.6402959947607557,0.5153913417340041
18,0.15307047963142395,0.10228333622217178,0.6178883910179138,0.6750421725262482,0.543558202276202
19,0.14564833045005798,0.08754011243581772,0.5563284158706665,0.69669317484134,0.5674646827571669
20,0.13955183327198029,0.09506513178348541,0.670289933681488,0.686163968605503,0.5538378629661959
21,0.1340264230966568,0.08517082780599594,0.4897978901863098,0.6861503243611767,0.5588795254482837
22,0.12885785102844238,0.0865398496389389,0.5168226361274719,0.6799169898641556,0.5521857918390652
23,0.12500061094760895,0.08385837823152542,0.5429673194885254,0.7069594715865689,0.5795497927628402
24,0.12177998572587967,0.0874938815832138,0.44179344177246094,0.6638537528048575,0.5372540404297214
25,0.12131614238023758,0.08364120125770569,0.5915580987930298,0.7039552912118062,0.5759639770292927
26,0.11831147968769073,0.07901479303836823,0.5969027280807495,0.7019107855004537,0.5778122265118392
27,0.11561975628137589,0.08044072240591049,0.5348090529441833,0.6789068691724386,0.5559830979005725
28,0.11341147124767303,0.08337192982435226,0.4707280695438385,0.6854740492572743,0.5592823563831696
29,0.11116315424442291,0.07998877763748169,0.5677270293235779,0.7123998456528016,0.5857421212538956
30,0.1095043420791626,0.07623595744371414,0.5902246832847595,0.7039745223189389,0.5801021643342023
31,0.10670389980077744,0.07669468969106674,0.6240534782409668,0.7158264492791072,0.5903461107192973
32,0.10522794723510742,0.08014465868473053,0.6531755924224854,0.7110366641428882,0.5837092415350696
33,0.10418886691331863,0.07593463361263275,0.5336472392082214,0.7072848125074338,0.5811832554481348
34,0.10279504209756851,0.07549530267715454,0.5599110126495361,0.7182112702031526,0.5918622075649406
35,0.10194942355155945,0.07758181542158127,0.6558791995048523,0.7192234490988451,0.5928029057918419
36,0.10053881257772446,0.07564530521631241,0.590609610080719,0.7137850058049526,0.588200536817374
37,0.0989786833524704,0.07673584669828415,0.5597869753837585,0.7083587350084187,0.5840799721360886
38,0.09701289981603622,0.07470712065696716,0.5785135626792908,0.7111807569649686,0.5872030106958017
39,0.09639677405357361,0.07295526564121246,0.586111307144165,0.7174413382298548,0.5929861364603761
40,0.09471764415502548,0.07222490757703781,0.5926206707954407,0.7239587619676803,0.5990425690871994
41,0.09308575093746185,0.07248201966285706,0.592444121837616,0.7230571861697128,0.5976889450085167
42,0.0926993265748024,0.0727909654378891,0.5706786513328552,0.7182663603111689,0.5926218516265961
43,0.09244313091039658,0.07281310856342316,0.5849584341049194,0.7207330210449009,0.5951463895622119
44,0.0924072191119194,0.07250452786684036,0.6025608777999878,0.7231582635169196,0.5979804418315232
45,0.09269770979881287,0.07218080013990402,0.5975039601325989,0.7238274890847308,0.5988821344333628
46,0.09201880544424057,0.07217871397733688,0.6003255844116211,0.7237692467549008,0.598969082408623
47,0.09066697210073471,0.07221746444702148,0.593863844871521,0.7225326887217726,0.5977853292363682
48,0.08936501294374466,0.07179144024848938,0.6052455902099609,0.7246755823960981,0.6001881550771385
49,0.08854079246520996,0.0718437060713768,0.6032385230064392,0.7248776098736903,0.6002078206731026
50,0.08809960633516312,0.07192571461200714,0.5964791178703308,0.7240538050985372,0.599460940460831
